WorldSize,Run,ActualTime
2,0,158.54328417778015
4,0,45.718183279037476
6,0,79.77560114860535
8,0,46.39321160316467
10,0,36.71035814285278
12,0,30.637343406677246
14,0,28.074965953826904
16,0,23.32197403907776
