WorldSize,Run,ActualTime
2,0,1.352208137512207
4,0,1.5660419464111328
6,0,1.6717712879180908
8,0,1.766855239868164
10,0,2.680746555328369
12,0,2.835645914077759
14,0,2.7887144088745117
16,0,3.0446810722351074
