WorldSize,Run,ActualTime
2,0,17.08833932876587
4,0,9.923938035964966
6,0,13.016123533248901
8,0,11.961041450500488
10,0,13.063498735427856
12,0,14.951888799667358
14,0,14.003237962722778
16,0,14.38931679725647
