WorldSize,Run,ActualTime
2,0,1.7996103763580322
4,0,1.6232829093933105
6,0,1.6431398391723633
8,0,1.6249024868011475
10,0,9.889100313186646
12,0,10.113336324691772
14,0,10.079440593719482
16,0,10.424075841903687
